	median_Reporter intensity 1	median_Reporter intensity 2	median_Reporter intensity 3	median_Reporter intensity 4	median_Reporter intensity 5	median_Reporter intensity 6	median_Reporter intensity 7	median_Reporter intensity 8	median_Reporter intensity 9
Tb927.11.10820	0.110418728	0.117936226	0.111655743	0.111562575	0.112299273	0.106592242	0.107973944	0.112521062	0.108829501
Tb927.11.10840	0.101907186	0.110000778	0.1098011	0.112843012	0.109396762	0.113774442	0.112875023	0.113539716	0.113789448
Tb927.11.10850	0.111603135	0.110057832	0.104277336	0.112013179	0.104543524	0.116344637	0.109570023	0.115340421	0.116138001
Tb927.11.10860	0.102758021	0.107857638	0.109678854	0.109733187	0.111592911	0.111995542	0.115069198	0.112150442	0.118476383
Tb927.11.10870	0.130578246	0.116878211	0.115076373	0.109457698	0.108420322	0.106211415	0.101495754	0.104848055	0.102775923
Tb927.11.10880	0.105301916	0.106779893	0.103787507	0.108374145	0.107843147	0.112987106	0.11912371	0.116468692	0.12301829
Tb927.11.10900	0.111241255	0.105659596	0.107716104	0.109831743	0.11094608	0.111547344	0.113692726	0.110687562	0.114725761
Tb927.11.1090;Tb927.11.1100	0.10413302	0.106952954	0.106675597	0.114771516	0.114467731	0.115677103	0.113615814	0.11164517	0.11382623
Tb927.11.10910;Tb927.11.10790	0.121128174	0.117190623	0.115719514	0.109447629	0.111554817	0.109447284	0.105755132	0.10881221	0.102170372
Tb927.11.10920	0.109898798	0.094266126	0.115182615	0.114729293	0.102990578	0.109945019	0.09633194	0.15519414	0.101461492
Tb927.11.10930	0.091848319	0.116695057	0.12114281	0.117963186	0.113246871	0.112611274	0.113182498	0.106784907	0.106895632
Tb927.11.10940	0.03980243	0.056956248	0.093327538	0.125913225	0.152370891	0.157497814	0.14591565	0.124432997	0.104160433
Tb927.11.10950	0.106595264	0.108473094	0.114325413	0.114981612	0.108210052	0.114885238	0.112277953	0.114511171	0.105740206
Tb927.11.10960	0.105892497	0.107796031	0.106356494	0.114589025	0.108201913	0.113042457	0.112280863	0.115850678	0.118139586
Tb927.11.10990	0.105643539	0.110107896	0.111896547	0.112205436	0.111434802	0.110283574	0.11247055	0.110715502	0.113067253
Tb927.11.11000	0.110947377	0.115643527	0.115223028	0.109419487	0.110714754	0.109080773	0.107456779	0.109171244	0.107925131
Tb927.11.11010	0.111612902	0.110945011	0.105705719	0.109671748	0.107625774	0.113250631	0.113503702	0.115063515	0.116502599
Tb927.11.11020	0.1148555	0.118406307	0.118329056	0.114321547	0.109053848	0.10772572	0.105508991	0.108096498	0.103702547
Tb927.11.11030	0.104113175	0.120185155	0.101981597	0.112870701	0.110090382	0.112233113	0.106612903	0.122246334	0.109666635
Tb927.11.11080	0.093185327	0.107135333	0.10939621	0.116493539	0.112107851	0.115654796	0.113300443	0.11483569	0.117656188
Tb927.11.11090	0.106168354	0.115599203	0.112504171	0.109980154	0.108311889	0.111104529	0.111893794	0.109182016	0.113336404
Tb927.11.1110;Tb11.v5.1038	0.106544192	0.108058888	0.110460565	0.109883882	0.109776231	0.114619717	0.118482806	0.116470507	0.109703386
Tb927.11.11120	0.114564318	0.119277609	0.110143658	0.112710832	0.1099392	0.110117158	0.111680023	0.103984919	0.114021096
Tb927.11.11130	0.107400604	0.110167125	0.111341529	0.105560482	0.116503079	0.118993076	0.115284095	0.109167876	0.097722842
Tb927.11.11140	0.114290699	0.113298947	0.111420854	0.109869958	0.10856664	0.112283014	0.108794706	0.111914328	0.109325098
Tb927.11.11150	0.109904025	0.109003769	0.110202437	0.113802979	0.11042463	0.111851527	0.113266941	0.107702523	0.113473199
Tb927.11.11160	0.122380283	0.110024228	0.116741201	0.1130729	0.111523587	0.107130416	0.103884698	0.109082415	0.108824131
Tb927.11.11170	0.109501482	0.110855354	0.108368697	0.110286262	0.108813585	0.114302792	0.117354238	0.111653838	0.115348851
Tb927.11.11210	0.111073783	0.108749212	0.105943066	0.108186513	0.108351219	0.110787993	0.114538391	0.115811201	0.116712128
Tb927.11.11220	0.10879192	0.105995701	0.106557658	0.111151122	0.110484018	0.114193226	0.114753867	0.114021705	0.1126162
Tb927.11.11240	0.097833416	0.077395711	0.094533785	0.105250069	0.122982932	0.121816815	0.128022859	0.126478438	0.123261805
Tb927.11.11250	0.117083924	0.114012829	0.109612732	0.110091647	0.108179045	0.108491696	0.110566538	0.109937671	0.112246756
Tb927.11.11260	0.115142763	0.110176468	0.111050598	0.110066158	0.110356096	0.108549053	0.110896951	0.114334908	0.110865575
Tb927.11.11270	0.10010167	0.120321449	0.105903675	0.115571382	0.10551794	0.112144319	0.110262505	0.115364042	0.099395299
Tb927.11.11280;Tb11.v5.1041	0.115293337	0.107568741	0.108389861	0.108150658	0.108418555	0.110281564	0.113243433	0.114315996	0.113097044
Tb927.11.11290	0.109040522	0.111638833	0.112983143	0.114650778	0.111831015	0.110739187	0.112663126	0.10891906	0.109871169
Tb927.11.11300	0.104767025	0.125800794	0.109305612	0.112790541	0.101824393	0.119866987	0.099459156	0.121142287	0.105043205
Tb927.11.1130;Tb11.v5.0702;Tb11.v5.1010;Tb11.v5.0432	0.087318357	0.125560089	0.098267821	0.110937016	0.1178353	0.121507066	0.106154191	0.123325036	0.109095119
Tb927.11.11310	0.105151099	0.108994374	0.109847966	0.115986236	0.112716912	0.113797905	0.11129773	0.112286841	0.114911973
Tb927.11.11330;Tb11.v5.1035;Tb11.v5.1034	0.107555875	0.11232919	0.110806435	0.109587565	0.110336673	0.112039088	0.112614912	0.111342879	0.11355349
Tb927.11.11340;Tb11.v5.1036	0.104944097	0.112115979	0.109586019	0.112820963	0.110692905	0.108848568	0.115721073	0.113226693	0.111992243
Tb927.11.11350	0.114280742	0.107876125	0.111172622	0.110003756	0.112014766	0.110656179	0.109303898	0.113101143	0.11193304
Tb927.11.11370;Tb927.11.11360	0.100975721	0.112814865	0.107329573	0.113093486	0.108090014	0.116016942	0.116693597	0.115481653	0.112974167
Tb927.11.11380	0.104196565	0.110914249	0.112037082	0.111706302	0.110600445	0.11136739	0.113089763	0.113717754	0.113385221
Tb927.11.11390	0.115024879	0.114269135	0.116308699	0.114841545	0.115214996	0.112553415	0.103818022	0.107097708	0.101797781
Tb927.11.11430	0.114210072	0.113389986	0.112040646	0.111857834	0.11191605	0.110305187	0.108590687	0.109422082	0.106984281
Tb927.11.11460	0.107298901	0.112768103	0.110038968	0.112467041	0.109458839	0.112120854	0.114187239	0.110653744	0.110581886
Tb927.11.11470	0.123571932	0.116777559	0.116226754	0.108804775	0.113762104	0.105367958	0.100468869	0.107080987	0.110505226
Tb927.11.11480	0.111328662	0.11198808	0.110015027	0.10851736	0.105080728	0.109693691	0.110176106	0.109723632	0.118523527
Tb927.11.11490	0.102125526	0.109515456	0.112331533	0.113388843	0.108449013	0.108491048	0.112961197	0.113579549	0.108472985
Tb927.11.1150	0.104578914	0.108655654	0.10500628	0.110958392	0.109956336	0.115270031	0.118250159	0.113711508	0.113020239
Tb927.11.11500	0.124242214	0.119880699	0.112359025	0.111590529	0.111028319	0.109092224	0.099295005	0.112406428	0.105971886
Tb927.11.11510	0.116834189	0.113482133	0.112456596	0.111030934	0.111450965	0.109492018	0.110087838	0.107469153	0.108857303
Tb927.11.11520	0.130471447	0.114396416	0.116761203	0.108787786	0.110059236	0.108719681	0.103789264	0.104151289	0.100441233
Tb927.11.11530	0.126174394	0.115097702	0.115508902	0.110135942	0.119134511	0.1062076	0.103054727	0.106625747	0.107211067
Tb927.11.11550;Tb927.11.11540	0.115206929	0.112952037	0.11637668	0.114565363	0.113122199	0.109708647	0.106317304	0.106302812	0.105920246
Tb927.11.11570	0.105303092	0.128826677	0.114942415	0.109016895	0.108924621	0.106601142	0.108310868	0.106174968	0.110743441
Tb927.11.11580	0.111869814	0.120970778	0.124334322	0.111770078	0.11134315	0.105132628	0.10327875	0.107195026	0.109008465
Tb927.11.11590	0.105143166	0.112164918	0.110948118	0.111480671	0.11215825	0.111383656	0.115098395	0.110642435	0.112007561
Tb927.11.1160	0.108990901	0.111408371	0.110909775	0.115517094	0.109078408	0.112752303	0.107483319	0.113402065	0.110181266
Tb927.11.11610	0.113674468	0.115421787	0.111015038	0.11105414	0.109269983	0.111554359	0.109413095	0.112456611	0.108533515
Tb927.11.11620	0.122241527	0.121836901	0.112294954	0.115688347	0.105018091	0.111840226	0.091824117	0.113687299	0.093752896
Tb927.11.11630	0.117439168	0.118922069	0.111730311	0.110459384	0.109593876	0.110145823	0.10740854	0.107662748	0.108270256
Tb927.11.11650	0.117404771	0.119201313	0.103457627	0.104456985	0.10388955	0.108386234	0.112506541	0.115335357	0.116718802
Tb927.11.11660	0.100953135	0.11126918	0.109332139	0.108837657	0.110068294	0.114132003	0.112498786	0.110153291	0.109936566
Tb927.11.11680	0.11367107	0.11482006	0.11169607	0.109928779	0.108565004	0.111050723	0.109885512	0.109089225	0.110131824
Tb927.11.11690	0.106707338	0.11304852	0.110924371	0.111373981	0.1094063	0.110072832	0.114072238	0.108688457	0.1124252
Tb927.11.1170	0.120483368	0.117257289	0.116044288	0.111227313	0.107654756	0.105482242	0.107322589	0.104028059	0.11051917
Tb927.11.11700	0.10872375	0.108248541	0.107484857	0.110842218	0.110108569	0.113888592	0.111530405	0.114837059	0.115884442
Tb927.11.11720	0.111779539	0.110273042	0.115255397	0.109904402	0.110791596	0.110603023	0.109562906	0.111043509	0.115435933
Tb927.11.11730	0.110080385	0.107627817	0.108424969	0.111222054	0.108811269	0.114245534	0.113713626	0.112530582	0.113581811
Tb927.11.11750;Tb927.11.11740	0.132976269	0.111083527	0.11001347	0.104991989	0.102186469	0.103364971	0.106556334	0.110499438	0.115994322
Tb927.11.11760	0.099619649	0.122667328	0.105188726	0.113537339	0.108298217	0.110795208	0.117175974	0.11260022	0.110117328
Tb927.11.11770	0.110329292	0.111944205	0.11381757	0.113839642	0.106264349	0.112557344	0.110225051	0.114913283	0.114206644
Tb927.11.11780	0.119542232	0.113739632	0.112158424	0.107947101	0.110192445	0.109542629	0.106950143	0.109965783	0.110254618
Tb927.11.11790	0.107893473	0.105833569	0.112153037	0.111672281	0.109718512	0.114236688	0.112582551	0.107434928	0.118474959
Tb927.11.11800	0.14846375	0.125252792	0.130742257	0.100437023	0.118739269	0.094063854	0.086442853	0.132137036	0.063721168
Tb927.11.1180;Tb11.v5.0387	0.099218807	0.149935515	0.103448347	0.10384307	0.118056745	0.106252365	0.121381081	0.091281043	0.106583033
Tb927.11.11810	0.115354618	0.122326683	0.120381751	0.113479616	0.118194196	0.097117258	0.101042241	0.0934735	0.106987417
Tb927.11.11830;Tb927.11.11820	0.109838093	0.10460726	0.107721579	0.110736766	0.109797502	0.114748384	0.113824108	0.113827313	0.114322493
Tb927.11.11850	0.125409685	0.110645998	0.113067189	0.107929822	0.110168741	0.108547595	0.107097781	0.109870006	0.107549144
Tb927.11.11860	0.115042267	0.112459913	0.108156047	0.109795528	0.108393189	0.111248757	0.111327721	0.109516763	0.111895188
Tb927.11.11870	0.118130171	0.111874678	0.112713666	0.109032222	0.114250721	0.108309206	0.112325528	0.110491771	0.110448239
Tb927.11.11880	0.109613825	0.106290615	0.10873784	0.114243952	0.110213276	0.111073229	0.107482844	0.118989069	0.111330414
Tb927.11.11900	0.122453986	0.114354818	0.114759953	0.10916273	0.113006876	0.107961778	0.105443328	0.10825181	0.103657506
Tb927.11.11940	0.106364508	0.113035817	0.112584015	0.112507038	0.110629171	0.11223422	0.110834426	0.11098922	0.111527539
Tb927.11.11980	0.10991744	0.114197968	0.11015405	0.111540149	0.106352649	0.110534497	0.110013469	0.114792257	0.112042884
Tb927.11.1200	0.117567108	0.115688834	0.111309934	0.108971008	0.115493785	0.107572178	0.109050545	0.109674284	0.107056956
Tb927.11.12020	0.099307146	0.105464723	0.104315804	0.107792526	0.111909254	0.112990032	0.123936567	0.109751052	0.124532888
Tb927.11.12030	0.116863718	0.107356287	0.109848172	0.109671541	0.113800734	0.111719531	0.105245878	0.11178881	0.113124861
Tb927.11.12040	0.112109269	0.117186167	0.114900358	0.111747519	0.108066215	0.10815262	0.11357889	0.113361118	0.106502123
Tb927.11.12050	0.107479677	0.115299175	0.112399716	0.109666928	0.11125965	0.107163524	0.111517762	0.110380746	0.115692583
Tb927.11.12090	0.115747973	0.115702121	0.112310242	0.112698159	0.110160068	0.110075242	0.106538407	0.111401142	0.114585188
Tb927.11.1210	0.110502355	0.115816005	0.114159699	0.110751681	0.112385964	0.109256337	0.110573654	0.108613298	0.110386931
Tb927.11.12110	0.115827026	0.109739576	0.116885659	0.111553717	0.109115009	0.106550437	0.107372637	0.10931162	0.10481912
Tb927.11.12150	0.10419958	0.115919382	0.120645374	0.116597205	0.113485699	0.108787954	0.108478651	0.102256706	0.107050152
Tb927.11.12160	0.111804184	0.113722689	0.108123556	0.107311344	0.109581242	0.109436158	0.115620157	0.110158984	0.121031274
Tb927.11.12190	0.113012566	0.106104425	0.110539718	0.116919168	0.111432222	0.11249698	0.112122024	0.110660149	0.113128085
Tb927.11.1220	0.107582121	0.131456325	0.120252416	0.115755541	0.105497945	0.108747552	0.100237998	0.107020989	0.103916085
Tb927.11.12200	0.112421549	0.10300638	0.115950078	0.109196291	0.112410397	0.110407391	0.113465134	0.110385566	0.113977265
Tb927.11.12210	0.111956062	0.103630487	0.10316409	0.109277747	0.108437873	0.116232535	0.115740564	0.115200157	0.116397076
Tb927.11.12220	0.109497773	0.110299886	0.107822589	0.111755804	0.108223618	0.112611193	0.112595231	0.113608373	0.112966096
Tb927.11.12230	0.112191202	0.110591712	0.109434569	0.111260143	0.107881715	0.112507855	0.112462436	0.112429065	0.110958729
Tb927.11.12240	0.104711621	0.111985253	0.112089623	0.111832065	0.110733632	0.110603785	0.113135871	0.113351934	0.110188547
Tb927.11.12250	0.109096459	0.120498999	0.126438132	0.116027629	0.112990174	0.108494158	0.102907985	0.100826749	0.103208043
Tb927.11.12260	0.109199929	0.116389437	0.110163987	0.108338631	0.108337118	0.112269566	0.114486449	0.113573024	0.115526693
Tb927.11.12280	0.131128025	0.116664817	0.113938882	0.109471812	0.106417275	0.104302915	0.104551425	0.103721369	0.110743563
Tb927.11.12290	0.124289755	0.103597212	0.095413552	0.105618719	0.121512059	0.114281668	0.109130382	0.106817441	0.112609527
Tb927.11.12300	0.09410575	0.107587296	0.106059989	0.111171001	0.112843256	0.114856318	0.118885962	0.11166738	0.118950579
Tb927.11.12310	0.110267425	0.107279705	0.111099397	0.108203292	0.115814948	0.111717986	0.112979408	0.114120172	0.115212412
Tb927.11.12320	0.096650214	0.11043942	0.111920322	0.111623188	0.110719947	0.110955804	0.118144709	0.112206543	0.116561687
Tb927.11.12330	0.112606302	0.105867352	0.111334346	0.113272793	0.11513019	0.109249377	0.113212759	0.109364483	0.116094616
Tb927.11.12350	0.095541412	0.113539568	0.108170562	0.117216874	0.104074027	0.119014517	0.114824065	0.121957003	0.107829172
Tb927.11.12360	0.110016546	0.106813696	0.105209533	0.109028449	0.111011153	0.11229622	0.113528031	0.115605869	0.115856613
Tb927.11.12380	0.105932583	0.111568293	0.110795344	0.110158343	0.109872973	0.112443319	0.110696936	0.113725869	0.117759893
Tb927.11.12390	0.108472482	0.111397041	0.109412268	0.112278452	0.105504698	0.111483091	0.113570396	0.119841193	0.112498448
Tb927.11.12410;Tb927.11.12420	0.043610307	0.063838387	0.087224719	0.105851874	0.129257029	0.148395778	0.15532474	0.140284342	0.12513129
Tb927.11.12430	0.103333701	0.10339748	0.110595181	0.108515773	0.115521172	0.11375893	0.114603983	0.11547666	0.11885339
Tb927.11.12440	0.109199519	0.107519981	0.106454911	0.110537999	0.109865628	0.112759504	0.114154925	0.114822675	0.114459021
Tb927.11.12450.1;Tb927.11.12450.2	0.106934373	0.125702831	0.118073811	0.109087887	0.115097691	0.105365091	0.10281199	0.105324324	0.103253852
Tb927.11.12460	0.099655301	0.143756262	0.138120427	0.096387005	0.127303942	0.092418734	0.117502886	0.086087818	0.098767646
Tb927.11.12470	0.112322021	0.118811344	0.112487916	0.111941503	0.111194861	0.107166436	0.109204637	0.107271931	0.108689141
Tb927.11.12480	0.11226988	0.110623485	0.110924844	0.110803571	0.11123147	0.111053856	0.112112168	0.108189518	0.111576556
Tb927.11.12490	0.119575179	0.118207058	0.114286281	0.108769672	0.108819912	0.10849847	0.109809371	0.109756046	0.105635597
Tb927.11.1250	0.11246347	0.116331068	0.115438037	0.111200963	0.111193242	0.109061114	0.106969987	0.107493464	0.110158938
Tb927.11.12500	0.129414815	0.122581341	0.121753691	0.108639256	0.113509248	0.10480613	0.10074035	0.100801392	0.099572988
Tb927.11.12520	0.093505591	0.104648877	0.108141798	0.109868156	0.107123241	0.116332329	0.119510891	0.113198163	0.119468348
Tb927.11.12530	0.11059829	0.112022298	0.107780877	0.108782828	0.107888689	0.111113778	0.112182888	0.112655035	0.116452402
Tb927.11.12540	0.110879617	0.113550748	0.10702904	0.10765958	0.107861381	0.111294838	0.114615559	0.113088804	0.112340961
Tb927.11.12560	0.108525968	0.10363499	0.103769002	0.110698403	0.109569878	0.112315659	0.117167574	0.111851017	0.124649889
Tb927.11.12590	0.111194772	0.106335586	0.114034773	0.113297539	0.110797354	0.107728335	0.112493591	0.112637353	0.116527116
Tb927.11.1260	0.125040934	0.108468168	0.114117512	0.1103847	0.117025721	0.108688192	0.09827947	0.110045088	0.105172612
Tb927.11.12600	0.122775977	0.112269144	0.114033584	0.106144059	0.109194452	0.106541876	0.10655535	0.106069635	0.109449233
Tb927.11.12610	0.116549104	0.111031266	0.108812988	0.112947016	0.109192157	0.110961704	0.112502791	0.115748142	0.110938505
Tb927.11.12630	0.112532323	0.106030552	0.108408315	0.109245731	0.114384949	0.111246291	0.115512422	0.111030501	0.113722679
Tb927.11.12640	0.115211692	0.107908078	0.109092827	0.113471068	0.110487121	0.111945447	0.106435296	0.114709701	0.110133407
Tb927.11.12650	0.114762241	0.105066265	0.108398401	0.107336425	0.110792867	0.110119081	0.120350422	0.110908216	0.113024259
Tb927.11.12660	0.106956177	0.108995891	0.104529183	0.114444472	0.110116033	0.112949147	0.120046689	0.108840905	0.113121502
Tb927.11.12670	0.106511917	0.110802048	0.111337075	0.110106303	0.110749107	0.112782945	0.113566349	0.110887547	0.11402969
Tb927.11.12680	0.100623473	0.1088813	0.109807589	0.106341269	0.111981947	0.111347086	0.113204648	0.113393931	0.114734914
Tb927.11.12690	0.112804796	0.11211684	0.116537081	0.101515805	0.113207466	0.109442352	0.11024979	0.093260997	0.112340521
Tb927.11.1270	0.111120729	0.108321482	0.112899686	0.11088849	0.113072576	0.110297404	0.112823407	0.109631823	0.114173119
Tb927.11.12720;Tb11.v5.0433	0.110689069	0.113379663	0.107870572	0.108364082	0.110009554	0.109963133	0.111517706	0.111301368	0.118557599
Tb927.11.12750;Tb11.v5.0291	0.102312716	0.110394298	0.108711197	0.106992135	0.111696204	0.109439616	0.117065292	0.11026142	0.11895836
Tb927.11.12770;Tb11.v5.0289	0.12339689	0.116460666	0.11469341	0.111802599	0.112849751	0.105798379	0.105251029	0.110011745	0.10401521
Tb927.11.12820;Tb927.11.12810;Tb927.11.12800;Tb927.11.12790;Tb927.11.12780;Tb11.v5.0288	0.088066605	0.103464434	0.130320343	0.124105431	0.123242971	0.115148113	0.111430101	0.106084512	0.095658864
Tb927.11.12830	0.117617985	0.104813293	0.107748883	0.11145464	0.111604473	0.111976062	0.110136228	0.113243544	0.113181289
Tb927.11.12840	0.113340171	0.110265732	0.111643536	0.109466379	0.112507527	0.111451046	0.10992133	0.111714806	0.109416048
Tb927.11.12850	0.108673643	0.113647659	0.108541294	0.109373638	0.107191676	0.112162236	0.113049172	0.11218724	0.112164746
Tb927.11.12860.2;Tb927.11.12860.1	0.106929177	0.112633035	0.105706422	0.103077713	0.116125746	0.112871215	0.112000293	0.120275151	0.116266569
Tb927.11.12870	0.12193549	0.116986022	0.112312348	0.114007935	0.115355277	0.107546707	0.106214182	0.106793428	0.105676553
Tb927.11.12880	0.119894868	0.115945571	0.109293699	0.111433269	0.104778665	0.106688991	0.110269173	0.108870372	0.112273084
Tb927.11.1290	0.104000994	0.109511334	0.109898842	0.110921813	0.109531477	0.11259044	0.116657309	0.111228414	0.11341115
Tb927.11.12910	0.108291364	0.117657788	0.113215806	0.110236794	0.111445641	0.109064984	0.110383187	0.110550667	0.113571133
Tb927.11.12920	0.126173929	0.127592477	0.116251345	0.106654303	0.111193982	0.102351904	0.10307035	0.104161243	0.101817999
Tb927.11.12930	0.101236435	0.101635072	0.103278128	0.110864585	0.106394833	0.117054683	0.122787151	0.115577943	0.116560362
Tb927.11.12940	0.11248226	0.101994498	0.109076998	0.112351442	0.111506352	0.11318157	0.110697565	0.114977162	0.11243553
Tb927.11.12950	0.11535574	0.104949747	0.110490443	0.113204158	0.111031879	0.11347797	0.111998605	0.11243746	0.11443621
Tb927.11.12960	0.10774923	0.11487689	0.109901501	0.108704793	0.110603417	0.111512587	0.112406479	0.110380425	0.112181609
Tb927.11.12980	0.134726539	0.129307571	0.152048271	0.08811984	0.099321683	0.083719461	0.130867753	0.087048107	0.094840824
Tb927.11.1300	0.090420326	0.106609127	0.105290438	0.109721083	0.1066363	0.11753866	0.1206391	0.119005891	0.122585386
Tb927.11.13000	0.115946536	0.100003018	0.107871133	0.108919648	0.108479804	0.115178004	0.109630105	0.108934537	0.125037219
Tb927.11.13010	0.110491944	0.11239367	0.108224673	0.113521666	0.109378912	0.112790136	0.112559786	0.113058592	0.114309616
Tb927.11.13050;Tb927.11.13040;Tb927.11.13030;Tb927.11.13020	0.081050212	0.112697212	0.134472777	0.081786676	0.109632827	0.119693491	0.12133193	0.114155773	0.125261966
Tb927.11.13060	0.108757423	0.104377046	0.107066391	0.113410904	0.109935888	0.116678554	0.116721225	0.11339848	0.111343586
Tb927.11.13070	0.121314599	0.111539582	0.11495415	0.110957263	0.115007814	0.109020789	0.103082627	0.109451797	0.108823531
Tb927.11.13080	0.108140368	0.11076982	0.108551202	0.10974009	0.113435359	0.110666542	0.110828559	0.11298181	0.116284512
