	median_Reporter intensity 1	median_Reporter intensity 2	median_Reporter intensity 3	median_Reporter intensity 4	median_Reporter intensity 5	median_Reporter intensity 6	median_Reporter intensity 7	median_Reporter intensity 8	median_Reporter intensity 9
Tb927.7.280	0.108633826	0.111703936	0.108358347	0.110796099	0.1093967	0.110727289	0.112646225	0.112194323	0.114430792
Tb927.7.2800	0.122791689	0.115662794	0.118195144	0.11114456	0.109976927	0.108769082	0.100942234	0.108927119	0.105326312
Tb927.7.290	0.125408089	0.115793475	0.10758619	0.1074311	0.109038268	0.105436828	0.103043719	0.109981629	0.113494234
Tb927.7.2940;Tb927.7.2930;Tb927.7.2920;Tb927.7.2910;Tb927.7.2900;Tb927.7.2890;Tb927.7.2880;Tb927.7.2870;Tb927.7.2860;Tb927.7.2850;Tb927.7.2840;Tb927.7.2830;Tb927.7.2820	0.100738961	0.104862236	0.105547971	0.111157051	0.115619403	0.120673133	0.117311658	0.113231835	0.108866465
Tb927.7.2950	0.121029573	0.113684904	0.112811743	0.109185661	0.107743674	0.109724669	0.110917181	0.107062874	0.112598198
Tb927.7.2960	0.106002154	0.086435509	0.111892405	0.104755827	0.117832915	0.107469076	0.120234677	0.134961681	0.110415732
Tb927.7.2970	0.107200767	0.105799783	0.110208889	0.11133352	0.115356812	0.114671382	0.113119333	0.112552956	0.11403194
Tb927.7.2980;Tb927.7.3020	0.136111429	0.119386442	0.11259859	0.109112698	0.103932885	0.105584006	0.104947935	0.104198924	0.107044719
Tb927.7.3000	0.100242307	0.100659826	0.104078147	0.110606223	0.112771096	0.115975075	0.116253263	0.117189871	0.118510468
Tb927.7.3010	0.096209249	0.091534176	0.102457717	0.127587101	0.106849187	0.114458191	0.131452733	0.119502447	0.109949161
Tb927.7.3030;Tb927.7.2990	0.119140852	0.115259607	0.112315815	0.107993715	0.110929954	0.107639005	0.105307761	0.107526165	0.104417656
Tb927.7.3040	0.105119277	0.111721824	0.109458085	0.110927822	0.1106967	0.112678209	0.113209756	0.113593238	0.113887469
Tb927.7.3050	0.111425948	0.111533522	0.11088755	0.110008264	0.110372107	0.110462629	0.111332688	0.111913456	0.114152738
Tb927.7.3060	0.11343404	0.111711578	0.111591745	0.110599	0.115030208	0.112382845	0.109511629	0.108783907	0.107994674
Tb927.7.3070	0.123799466	0.098103807	0.120061477	0.106488146	0.120347352	0.101252079	0.10601094	0.111849392	0.112000268
Tb927.7.3080	0.110097616	0.106515923	0.109180977	0.112315784	0.110278905	0.112671967	0.114434236	0.112706782	0.113616293
Tb927.7.3090	0.116992669	0.115580189	0.112435417	0.109250024	0.108980519	0.110873591	0.108302571	0.110687198	0.108380966
Tb927.7.310	0.102732813	0.104164377	0.107059542	0.1134203	0.108578238	0.112679962	0.11761141	0.116230536	0.120498419
Tb927.7.3100	0.119586097	0.105287925	0.116924763	0.110455371	0.111512395	0.107858429	0.10392279	0.12389241	0.100559818
Tb927.7.3120	0.10654645	0.103408608	0.105777042	0.115243903	0.107697869	0.120429729	0.105369238	0.115965942	0.117978503
Tb927.7.3130	0.094600527	0.111464042	0.118143872	0.117075041	0.114104335	0.116282707	0.112224304	0.106551878	0.106853637
Tb927.7.3150	0.115311449	0.109772014	0.107263407	0.109097158	0.112831571	0.116079174	0.111100342	0.108885753	0.10727417
Tb927.7.3160;Tb11.v5.0733	0.114436023	0.116232617	0.116902593	0.115769569	0.112940422	0.109438296	0.104312474	0.107127636	0.105178576
Tb927.7.3170	0.114555456	0.112704838	0.11674541	0.113566556	0.106985361	0.10931504	0.104824903	0.124049674	0.107054314
Tb927.7.3180	0.111383357	0.106206486	0.110167432	0.112091311	0.108361106	0.113023765	0.111355901	0.113578344	0.112984397
Tb927.7.320	0.105723048	0.111583868	0.113415531	0.113673764	0.11283429	0.112792283	0.112044249	0.107869959	0.110952365
Tb927.7.3200	0.095052691	0.111479232	0.10447423	0.11378335	0.109026887	0.116062171	0.120885831	0.118916385	0.119899812
Tb927.7.3210;Tb11.v5.0652	0.104370449	0.104839771	0.104304093	0.110375941	0.106735765	0.111273071	0.119661631	0.118856816	0.111109916
Tb927.7.3220	0.084614006	0.108486907	0.103914549	0.109470501	0.107209777	0.119267265	0.118285789	0.11973594	0.129015246
Tb927.7.3270	0.109466791	0.111886255	0.10752612	0.110149336	0.108745963	0.113377284	0.112242696	0.111823177	0.114451484
Tb927.7.3280	0.127469122	0.110889849	0.113786457	0.111375247	0.116950314	0.107501639	0.103941351	0.105539788	0.103706427
Tb927.7.3290	0.098659152	0.118678796	0.108518213	0.113603518	0.106429541	0.115207864	0.12295725	0.112117395	0.111568099
Tb927.7.330	0.096772211	0.112947399	0.10785907	0.111087535	0.113634091	0.119092272	0.119265266	0.102482107	0.116860049
Tb927.7.3310	0.113906488	0.112890063	0.10853723	0.110664537	0.108388487	0.110629988	0.111206469	0.112825478	0.111047486
Tb927.7.3330	0.103191214	0.107301683	0.108432757	0.11444246	0.111646732	0.11609424	0.115955211	0.114182163	0.111145784
Tb927.7.3340	0.111954136	0.103246824	0.108100317	0.113829152	0.11006965	0.114027011	0.11248948	0.115203598	0.116553425
Tb927.7.3360	0.121678828	0.109756992	0.121116236	0.108651408	0.111727578	0.101951684	0.091100078	0.101678353	0.099002111
Tb927.7.3370	0.108248268	0.109039477	0.110856359	0.112326286	0.109873326	0.113503895	0.113091865	0.109645685	0.111382704
Tb927.7.3380	0.096652295	0.110128586	0.099705036	0.119735136	0.113388009	0.127537355	0.115256212	0.105424973	0.112172397
Tb927.7.340	0.103055085	0.112136755	0.11098342	0.1105554	0.108048282	0.113987916	0.11200437	0.113175023	0.115689984
Tb927.7.3400	0.121712003	0.117400147	0.116774455	0.105516377	0.110397274	0.108042252	0.108429887	0.102833933	0.107711201
Tb927.7.3410	0.068854877	0.102391993	0.136075514	0.090315202	0.118445488	0.116145589	0.111369436	0.128609289	0.116767513
Tb927.7.3420	0.103057943	0.11000195	0.104926094	0.112413542	0.109662442	0.115451434	0.119144983	0.112265853	0.12092026
Tb927.7.3430	0.110409384	0.114567891	0.109758177	0.110797604	0.108097744	0.109762053	0.11049599	0.112920133	0.112751183
Tb927.7.3440	0.104114826	0.118223652	0.112451098	0.116357857	0.109131716	0.106116245	0.109139036	0.110036213	0.10721674
Tb927.7.3450	0.120134426	0.11390816	0.108550104	0.11168996	0.107219922	0.109210794	0.108536694	0.111907329	0.107669278
Tb927.7.3460	0.111605005	0.109705289	0.110107903	0.111828776	0.108061342	0.112070543	0.110511677	0.113420655	0.111260059
Tb927.7.3470	0.115029592	0.11321454	0.107400508	0.111466694	0.106646414	0.111892012	0.11261419	0.110087297	0.114330863
Tb927.7.3490	0.107023913	0.117767901	0.113681495	0.1165911	0.110183087	0.110812531	0.10723759	0.110314009	0.107270027
Tb927.7.3500	0.106380609	0.104850432	0.105516868	0.11192222	0.109693458	0.114413106	0.117007545	0.11388807	0.116835972
Tb927.7.3510	0.109218576	0.110842673	0.110243558	0.110997802	0.108807854	0.111802331	0.10946188	0.11084888	0.113844084
Tb927.7.3520	0.140453012	0.093381977	0.11379153	0.107479203	0.107529218	0.109527173	0.10251171	0.109209598	0.102343208
Tb927.7.3530	0.118251439	0.115970599	0.112093944	0.110708544	0.110339687	0.108610935	0.112085687	0.110622288	0.108203005
Tb927.7.3540	0.105564473	0.10755406	0.109584265	0.105568747	0.114905229	0.112416184	0.119325185	0.107391473	0.11690093
Tb927.7.3550	0.113419409	0.113048894	0.109436556	0.10966098	0.10733444	0.110911547	0.111864663	0.111351567	0.1139178
Tb927.7.3560	0.119193146	0.107328318	0.112758738	0.110992345	0.116237377	0.109101327	0.109039308	0.107912477	0.105824982
Tb927.7.3570	0.112799875	0.112718003	0.111048216	0.11279376	0.111331866	0.111442274	0.107100653	0.111563473	0.109910122
Tb927.7.3580	0.124328763	0.10834952	0.111763104	0.112549797	0.10933971	0.107652076	0.112678922	0.116345061	0.113505326
Tb927.7.3590	0.115361759	0.110793308	0.107347461	0.108949473	0.109271647	0.108618553	0.110223751	0.110541402	0.116051567
Tb927.7.3610	0.118939735	0.102121565	0.106243599	0.103130923	0.11104162	0.098368034	0.112358463	0.125552172	0.107923844
Tb927.7.3620	0.114926424	0.109773786	0.114094142	0.109138376	0.114338025	0.110032673	0.106988949	0.110380804	0.106699124
Tb927.7.3630	0.113560602	0.11115517	0.110246353	0.110331367	0.110785857	0.111513712	0.11189701	0.110552981	0.111388868
Tb927.7.3640	0.125901682	0.115527495	0.117647072	0.111285805	0.11568741	0.110215127	0.100202329	0.10873789	0.102806182
Tb927.7.3670	0.106050522	0.109699193	0.097299942	0.103457451	0.103304482	0.1283007	0.121772128	0.122603509	0.107512072
Tb927.7.3700	0.114678698	0.112675778	0.111180907	0.110924105	0.107453787	0.112768237	0.110137554	0.110942571	0.114131631
Tb927.7.3710	0.114376543	0.116402071	0.114237293	0.110798983	0.111624591	0.110533566	0.110194525	0.107521916	0.10631546
Tb927.7.3740	0.101053077	0.107124634	0.106601524	0.110197073	0.109815529	0.117950776	0.121632655	0.112058803	0.117079941
Tb927.7.3750	0.117397581	0.115843336	0.113024755	0.111166227	0.111456766	0.108199733	0.105632573	0.108859437	0.105757364
Tb927.7.3760	0.110174791	0.10551549	0.111952717	0.10994226	0.112394745	0.113425069	0.117334142	0.112614329	0.113999247
Tb927.7.3770	0.126038792	0.113928197	0.112910423	0.109285394	0.112268204	0.109127354	0.104498383	0.107110142	0.106376921
Tb927.7.3780	0.109194253	0.109542886	0.109371435	0.11133972	0.111021481	0.111308451	0.114726882	0.113470391	0.112957705
Tb927.7.3790	0.112962418	0.109786672	0.111846511	0.108788223	0.111654838	0.113179643	0.108353031	0.113199068	0.110618468
Tb927.7.3800	0.112615682	0.100094201	0.111873238	0.109786546	0.104599409	0.114725178	0.116050069	0.114457382	0.112617679
Tb927.7.3810	0.109326272	0.112702003	0.110949646	0.113981296	0.112238786	0.109376453	0.113342738	0.110866778	0.113727859
Tb927.7.3820	0.108972998	0.109348336	0.10910708	0.115120113	0.107532654	0.112570063	0.113062501	0.112569794	0.112549925
Tb927.7.3860	0.12353112	0.104590929	0.109060522	0.106335729	0.110772655	0.110305125	0.114662161	0.104810993	0.115930777
Tb927.7.3870	0.109406952	0.101000819	0.106914214	0.110714619	0.113558758	0.104162474	0.117180854	0.109613775	0.120080577
Tb927.7.3880	0.111654122	0.108285893	0.113061296	0.110715602	0.111786825	0.109999966	0.112859671	0.111658107	0.110235395
Tb927.7.3890	0.110691797	0.106616512	0.110037307	0.11098987	0.110476553	0.11216977	0.11270508	0.109316453	0.114729805
Tb927.7.3900	0.1085144	0.111715989	0.123143135	0.121589373	0.099706771	0.114603572	0.115283157	0.106225484	0.112824768
Tb927.7.3910	0.109680145	0.117397473	0.110628898	0.110129835	0.104043592	0.1103002	0.120796632	0.099197779	0.113412472
Tb927.7.3920	0.112849883	0.100752225	0.105955923	0.108470296	0.109697278	0.114295176	0.114013777	0.11680164	0.115566367
Tb927.7.3930	0.113961441	0.112802297	0.109760025	0.108829306	0.109270411	0.108089399	0.11474757	0.113729195	0.107440943
Tb927.7.3940	0.126951497	0.124385404	0.116617388	0.111724832	0.111214185	0.105425973	0.102628549	0.108928734	0.104631142
Tb927.7.3950	0.115964512	0.11391696	0.110553299	0.110340611	0.109412192	0.109766524	0.108041546	0.110460328	0.110907386
Tb927.7.3960	0.115596581	0.110841277	0.11213397	0.109659387	0.112070837	0.110123237	0.108940735	0.110086335	0.112261468
Tb927.7.3980	0.10921722	0.112084834	0.108240144	0.10997615	0.10984268	0.112984997	0.113208068	0.112359835	0.115060385
Tb927.7.3990	0.100617635	0.115591512	0.119123058	0.117382883	0.113767184	0.111722571	0.109446746	0.108282857	0.107798966
Tb927.7.4000	0.111156552	0.11186326	0.106727363	0.108227273	0.107091681	0.110846725	0.11270755	0.114628203	0.114740859
Tb927.7.4020	0.11142034	0.107268005	0.103439637	0.107903133	0.108089069	0.11395018	0.113951262	0.114830458	0.117232428
Tb927.7.4030	0.102098372	0.107005161	0.107128712	0.110567858	0.108907268	0.111159816	0.118998783	0.111792581	0.123337179
Tb927.7.4040	0.110783208	0.1131811	0.110582319	0.11113116	0.108791967	0.108733447	0.112238557	0.110618091	0.112311899
Tb927.7.4060	0.105393405	0.111659302	0.109555133	0.108386425	0.10917687	0.109998457	0.11294719	0.115742775	0.116472462
Tb927.7.4070	0.120765615	0.113094379	0.110591327	0.108395202	0.107784464	0.109261919	0.110173008	0.107978987	0.111558245
Tb927.7.4090	0.105091396	0.110568686	0.116658738	0.113003984	0.118346462	0.110325192	0.108424727	0.109147888	0.10709973
Tb927.7.4100	0.11098205	0.10966645	0.109295696	0.108626014	0.1093518	0.112417453	0.117130316	0.10766242	0.117828709
Tb927.7.4110	0.126347052	0.114971232	0.109252567	0.104482192	0.11129644	0.1048948	0.111061332	0.109944766	0.115285199
Tb927.7.4120	0.09320708	0.120457473	0.110066767	0.115210491	0.10686659	0.11495227	0.112784733	0.115886934	0.112022587
Tb927.7.4140	0.110982735	0.11772794	0.112184985	0.110150776	0.112081812	0.11188002	0.108826205	0.110078498	0.109145259
Tb927.7.4150	0.130005907	0.11628417	0.116193973	0.106444258	0.10999737	0.101274292	0.109074242	0.113555046	0.104634113
Tb927.7.4160	0.121284605	0.110927231	0.109839393	0.106914696	0.106044148	0.106613942	0.113415557	0.111573781	0.106946989
Tb927.7.4170	0.145725615	0.111586994	0.117697041	0.111399557	0.11005571	0.105532156	0.102067388	0.103111321	0.098151535
Tb927.7.4180	0.124332811	0.116753058	0.112151236	0.109437302	0.10765344	0.106950587	0.110737624	0.106865227	0.108139546
Tb927.7.4200	0.121396298	0.110418845	0.109140454	0.112750252	0.105034284	0.109593656	0.111772833	0.117231528	0.11002314
Tb927.7.4220	0.116525954	0.111481322	0.115216257	0.111447058	0.115418806	0.11054878	0.101767327	0.107738953	0.103043138
Tb927.7.4250;Tb927.7.4240	0.126692518	0.108439167	0.107325202	0.111403112	0.11256564	0.10524532	0.099765809	0.112461994	0.112073448
Tb927.7.4270	0.11853267	0.116113303	0.108804903	0.111411605	0.108577184	0.110457615	0.109704268	0.106578101	0.108846965
Tb927.7.4290	0.102588266	0.109512115	0.107061863	0.111930483	0.109475541	0.11385277	0.116918562	0.114366626	0.114791774
Tb927.7.4310	0.10951707	0.104707596	0.105133046	0.111053544	0.110988603	0.112878981	0.115663623	0.11400265	0.115936003
Tb927.7.4320	0.11607531	0.114247252	0.113006385	0.110511272	0.110642977	0.108942017	0.111046383	0.112096437	0.111639453
Tb927.7.4330	0.099938289	0.119422523	0.117408447	0.117293904	0.108176515	0.111890317	0.11135007	0.106058117	0.110335131
Tb927.7.4340	0.115095029	0.10875039	0.110788696	0.111365793	0.111413177	0.109355273	0.109527706	0.11127116	0.111446474
Tb927.7.4360	0.12054629	0.110856116	0.111588783	0.113136911	0.110683351	0.109601828	0.103711569	0.111325859	0.102970621
Tb927.7.4370	0.074322811	0.103497109	0.126591015	0.126461877	0.121192502	0.123799078	0.123170016	0.101829557	0.102378301
Tb927.7.4380	0.108183883	0.118951473	0.110581023	0.109254322	0.105603653	0.118272628	0.106367808	0.121291955	0.110799161
Tb927.7.4390	0.139356785	0.125772123	0.114775659	0.109863344	0.104869154	0.102439886	0.100854438	0.101758469	0.101060744
Tb927.7.4400	0.122783503	0.117291928	0.112517455	0.109787375	0.107627336	0.107423159	0.108510969	0.113861138	0.107978474
Tb927.7.4410	0.111503382	0.102419966	0.101342895	0.110751261	0.107994753	0.114747806	0.11069614	0.113077979	0.113969654
Tb927.7.4420	0.108775968	0.111896173	0.108871246	0.11195107	0.107819773	0.112536468	0.111098077	0.113077715	0.112425663
Tb927.7.4430	0.131725294	0.142356481	0.104005672	0.106199597	0.116520878	0.095113247	0.099735996	0.094911224	0.105049057
Tb927.7.4440	0.133266118	0.118407067	0.116356454	0.109910817	0.115294688	0.107520933	0.098180716	0.100628484	0.096946949
Tb927.7.4450	0.106973812	0.106402505	0.107944208	0.112457735	0.110320822	0.115150788	0.112237297	0.113483895	0.114907046
Tb927.7.4460	0.119172824	0.109011419	0.109466037	0.110827148	0.112306794	0.109483962	0.108533725	0.111419469	0.106724952
Tb927.7.4470	0.130908473	0.108220925	0.116388093	0.108879886	0.112731696	0.110963184	0.108757561	0.111798312	0.105065287
Tb927.7.4480;Tb11.v5.0261	0.118238458	0.115839236	0.110666672	0.110033697	0.107551804	0.108672461	0.108945971	0.108503807	0.111340195
Tb927.7.4490;Tb11.v5.0262	0.107341751	0.111915546	0.110089101	0.114455816	0.112567757	0.112774413	0.109054123	0.113094928	0.109941262
Tb927.7.4500;Tb11.v5.0263	0.112214227	0.111208738	0.108769316	0.110709615	0.10855351	0.112262031	0.114092991	0.111830667	0.110381288
Tb927.7.450;Tb927.7.390;Tb927.7.370;Tb927.7.430;Tb927.7.410	0.109913474	0.110854927	0.109739904	0.109614604	0.114466557	0.110741845	0.109789627	0.111094752	0.110463989
Tb927.7.4510;Tb11.v5.0264	0.105949811	0.102624568	0.103019808	0.106191246	0.113765241	0.113933914	0.120212668	0.118057109	0.120430433
Tb927.7.4520;Tb11.v5.0265	0.110950625	0.112764589	0.111850342	0.108585543	0.10873838	0.111448224	0.1106884	0.110561076	0.109599769
Tb927.7.4530;Tb11.v5.0266	0.101472406	0.089486866	0.085224879	0.129694693	0.083131729	0.140320714	0.128494065	0.114129766	0.128044881
Tb927.7.4550;Tb11.v5.0268	0.111071075	0.113724915	0.111301147	0.11182066	0.10633785	0.112192285	0.106244145	0.114315464	0.111247245
Tb927.7.4570;Tb11.v5.0270	0.119342042	0.117659824	0.111961969	0.110251487	0.106558943	0.10790284	0.10912459	0.10703752	0.109484931
Tb927.7.460	0.116290346	0.110942123	0.113143034	0.107556547	0.116135288	0.112533196	0.103229289	0.113312985	0.106857199
Tb927.7.4600;Tb11.v5.0147	0.1106922	0.100765006	0.109339061	0.108641329	0.111321569	0.119855103	0.120219586	0.110952273	0.117470848
Tb927.7.4620	0.113730526	0.102568156	0.109524302	0.110092686	0.110389016	0.111151067	0.107495958	0.112715178	0.114582412
Tb927.7.4630	0.103513976	0.103503504	0.105439762	0.111578549	0.113619273	0.114110627	0.117324759	0.115059343	0.119284255
Tb927.7.4670;Tb11.v5.0152	0.109158706	0.117063489	0.114693556	0.110477148	0.10967863	0.109208427	0.111776779	0.110382386	0.107086712
Tb927.7.4680	0.085696671	0.091783778	0.102231167	0.108663008	0.121344271	0.120557908	0.117761571	0.123286067	0.130068285
Tb927.7.470	0.094279893	0.110260577	0.115000314	0.110805912	0.11891888	0.1105577	0.117504149	0.110514249	0.112158319
Tb927.7.4700;Tb11.v5.0154	0.107138271	0.11198947	0.109751317	0.113002349	0.108495972	0.113042601	0.112681596	0.113041157	0.113159957
Tb927.7.4710	0.1192034	0.116780386	0.112255745	0.112334842	0.107318678	0.111830749	0.107601909	0.112436795	0.109260444
Tb927.7.4740;Tb11.v5.0157	0.108839917	0.115720239	0.107424602	0.107978357	0.110523806	0.113645065	0.113019739	0.105554134	0.111398011
Tb927.7.4750;Tb11.v5.0158	0.109075484	0.109796855	0.10802733	0.115938606	0.108826745	0.112623397	0.107401828	0.114710414	0.1102252
Tb927.7.4760;Tb11.v5.0159	0.117089412	0.120220449	0.113266914	0.114621404	0.109525166	0.109689083	0.108983769	0.11349304	0.109738158
Tb927.7.4770;Tb11.v5.0160	0.112914276	0.112885414	0.110979452	0.109129836	0.107835198	0.111141255	0.112554593	0.10952524	0.112310961
Tb927.7.4780;Tb11.v5.0161	0.097409509	0.099872762	0.106202217	0.113600398	0.113856297	0.115049051	0.11906048	0.116560015	0.11786078
Tb927.7.4790;Tb11.v5.0162	0.11389522	0.111352411	0.113616695	0.112773986	0.111426666	0.111555241	0.10749635	0.108527496	0.107516249
Tb927.7.4810;Tb11.v5.0163	0.100139607	0.114286016	0.116311902	0.120090744	0.11148886	0.113361224	0.104788483	0.11026244	0.109754197
Tb927.7.4820;Tb11.v5.0164	0.10338775	0.109962137	0.111942786	0.108393475	0.113130346	0.1116401	0.110352137	0.113891896	0.111776911
Tb927.7.4830;Tb11.v5.0165	0.112950273	0.121836355	0.118740391	0.108939842	0.111019832	0.102350953	0.105789667	0.105709669	0.111948277
Tb927.7.4840;Tb11.v5.0166	0.108405133	0.113905515	0.108573384	0.109836126	0.107584109	0.112505044	0.111929861	0.112469945	0.109627004
Tb927.7.4850;Tb11.v5.0167	0.090047164	0.083585658	0.091035744	0.08985926	0.113240119	0.117977045	0.141610918	0.128871083	0.149172568
Tb927.7.4870;Tb11.v5.0169	0.107928968	0.111702639	0.106237803	0.111167897	0.107363522	0.111938392	0.110970315	0.114893565	0.113500416
Tb927.7.4880	0.129846087	0.11958158	0.121877765	0.111035192	0.11944687	0.107262253	0.096415944	0.099005364	0.095528981
Tb927.7.4890;Tb11.v5.0170	0.116207508	0.11913029	0.114169765	0.110144024	0.10960205	0.108911637	0.108300812	0.109768933	0.10690153
Tb927.7.4900;Tb11.v5.0171	0.118873819	0.116996085	0.113660083	0.112016529	0.108784666	0.109429926	0.106626454	0.106761774	0.107165594
Tb927.7.4910;Tb11.v5.0172	0.111346767	0.105442714	0.103630383	0.108161109	0.10928336	0.113953562	0.116765607	0.1150771	0.118463643
Tb927.7.4940;Tb11.v5.0175	0.120787631	0.107354859	0.112796085	0.109367434	0.113494056	0.108925279	0.110252102	0.113084173	0.11306546
Tb927.7.4950;Tb11.v5.0176	0.109013842	0.107343014	0.108209221	0.114712618	0.107134498	0.115045186	0.110862835	0.11770384	0.111150414
Tb927.7.4960;Tb11.v5.0177	0.114694433	0.106801682	0.107353958	0.112285921	0.108337033	0.111788544	0.109970151	0.113153056	0.11504831
Tb927.7.4970;Tb11.v5.0178	0.117935968	0.11467384	0.112138675	0.11129424	0.108050979	0.108831347	0.110055121	0.11057046	0.110310997
Tb927.7.4980;Tb11.v5.0179	0.098696941	0.100989094	0.100386724	0.116367409	0.111767143	0.116842639	0.120349442	0.120205224	0.118916966
Tb927.7.4990;Tb11.v5.0180	0.115169049	0.104356738	0.109977187	0.110764839	0.110697027	0.110350578	0.114913402	0.112426565	0.110566399
Tb927.7.500	0.121175893	0.107769977	0.104658785	0.105253421	0.104543101	0.107920579	0.116509935	0.113410028	0.119706718
Tb927.7.5020;Tb927.7.5000;Tb11.v5.0182;Tb11.v5.0181	0.103132247	0.113969347	0.106677452	0.1084246	0.107754651	0.112868642	0.115257438	0.112534511	0.116624617
Tb927.7.5030;Tb11.v5.0183	0.112295175	0.107236912	0.108553794	0.110379914	0.110297983	0.11062341	0.110002467	0.113911067	0.111375942
Tb927.7.5050;Tb11.v5.0185	0.102016115	0.103748491	0.097456563	0.115438534	0.104498453	0.117875826	0.123109849	0.121335641	0.118174238
Tb927.7.5080;Tb11.v5.0188	0.10806477	0.111946921	0.10570852	0.110438932	0.110931733	0.113162291	0.117536462	0.108966966	0.114942878
Tb927.7.5090;Tb11.v5.0189	0.102007984	0.103626824	0.112914169	0.113532723	0.115645438	0.115494925	0.11676574	0.111436005	0.112847277
Tb927.7.510	0.10778114	0.112898105	0.110885787	0.111654188	0.112990746	0.111827384	0.108668803	0.111837103	0.117716042
Tb927.7.5100	0.09019605	0.130484454	0.130066395	0.12619362	0.115042893	0.105432605	0.099622072	0.104810793	0.098151113
Tb927.7.5110	0.115901282	0.108433923	0.11123138	0.110446827	0.110346433	0.109414661	0.109248625	0.109297305	0.111218456
Tb927.7.5120	0.123775737	0.109002604	0.118256711	0.102510913	0.120579874	0.10168634	0.111453549	0.101971775	0.097882206
Tb927.7.5130	0.109701407	0.110971925	0.106508341	0.110137868	0.107492374	0.114404105	0.113955938	0.115212446	0.114687088
Tb927.7.5140	0.10731596	0.098114711	0.099753518	0.114043857	0.111528218	0.119865493	0.11870421	0.119467312	0.118391696
Tb927.7.5150	0.110627495	0.10371528	0.107424803	0.110749028	0.108529328	0.114699782	0.114138189	0.113334712	0.11571463
Tb927.7.5160	0.103426595	0.107868462	0.106647282	0.110675126	0.11097552	0.115594992	0.114399794	0.114249201	0.113286565
Tb927.7.5180;Tb927.7.5170	0.108582647	0.105375163	0.108880188	0.110243092	0.110097016	0.115103456	0.114265078	0.114204728	0.115384051
Tb927.7.5190	0.110315433	0.119637584	0.127592885	0.117256825	0.118020399	0.100037665	0.106803179	0.103457531	0.097873732
Tb927.7.520	0.114063577	0.103260422	0.113722682	0.109526166	0.109611397	0.107771245	0.1132485	0.110167311	0.113977833
Tb927.7.5200	0.127372595	0.119531861	0.114429548	0.108864292	0.108474092	0.110327183	0.112017102	0.097781149	0.101202206
Tb927.7.5210	0.108612684	0.110392519	0.109267528	0.109870562	0.108331186	0.112388532	0.11604887	0.109074474	0.112253042
Tb927.7.5230	0.123225588	0.109543424	0.110251181	0.109299876	0.110060866	0.106517486	0.109323701	0.109567179	0.110828377
Tb927.7.5260	0.103553915	0.113083773	0.106784508	0.105793952	0.111775358	0.111918488	0.116141707	0.109754269	0.118769562
Tb927.7.5270	0.114481526	0.113066429	0.113723051	0.107401476	0.111119343	0.110951237	0.106190438	0.114127859	0.108938646
Tb927.7.5280	0.108664096	0.108939008	0.109415345	0.111607125	0.109180358	0.111402123	0.116372921	0.11190782	0.110967408
Tb927.7.5290	0.121381606	0.113406531	0.112155978	0.110719468	0.113200478	0.106079683	0.10798626	0.106550421	0.106046187
Tb927.7.530	0.107219571	0.111825567	0.107362785	0.109168331	0.111264178	0.10898454	0.114548459	0.114804646	0.115899999
Tb927.7.5300	0.107502045	0.118308343	0.123251594	0.117496054	0.116188661	0.109249113	0.099428082	0.104353897	0.102313779
Tb927.7.5310	0.12067746	0.113750341	0.116405037	0.108808468	0.116323567	0.108710324	0.103888182	0.107183418	0.1018715
Tb927.7.5320	0.09062944	0.117878157	0.12860271	0.128630501	0.117815644	0.109485849	0.107788425	0.103534369	0.099648975
Tb927.7.5330	0.131545261	0.117862732	0.12561785	0.113332729	0.120984889	0.103525407	0.093817827	0.103095494	0.089344075
Tb927.7.5340	0.123358221	0.112350226	0.114611798	0.11071543	0.109397691	0.10816963	0.104230093	0.107564852	0.104416415
Tb927.7.5370	0.113048944	0.108346727	0.113581703	0.109925755	0.109355576	0.111243578	0.117290921	0.104788283	0.112418513
Tb927.7.540	0.113767528	0.107391632	0.10944893	0.111618694	0.108093986	0.112676239	0.1124135	0.112529072	0.111671184
Tb927.7.5440	0.12063899	0.117705458	0.108158691	0.110196454	0.109881331	0.110096374	0.118861252	0.110825745	0.106735785
Tb927.7.5450	0.123731471	0.111950904	0.111770448	0.109677388	0.105035821	0.107763153	0.11318906	0.11264916	0.112554881
Tb927.7.5460	0.106175901	0.125349651	0.114969396	0.101847692	0.107968219	0.105642456	0.114215057	0.111338366	0.119523353
Tb927.7.5480	0.103105671	0.113337539	0.122417834	0.118698885	0.114308737	0.108094438	0.108162465	0.104359693	0.105417273
Tb927.7.5490	0.104070387	0.105308647	0.110284614	0.111462364	0.112235288	0.11159191	0.110345579	0.115875758	0.115952196
Tb927.7.550	0.102449972	0.097009566	0.106021304	0.118129321	0.107120805	0.114450439	0.118393136	0.11382512	0.111801857
Tb927.7.5530	0.108024918	0.112469611	0.11036934	0.11149333	0.109993067	0.111245285	0.111580008	0.113606414	0.113036354
Tb927.7.5540	0.117153334	0.111768005	0.110823546	0.105805731	0.110800172	0.110135927	0.11405693	0.106958442	0.11081857
Tb927.7.5560	0.128006942	0.109173884	0.114619948	0.111271038	0.114247907	0.109823316	0.102279252	0.106675517	0.103033709
Tb927.7.5570;Tb927.7.5580	0.136602308	0.125576472	0.114419566	0.111009717	0.109464339	0.107450487	0.102168254	0.11088768	0.104298431
Tb927.7.5590	0.108538709	0.108668564	0.111016186	0.10974102	0.111865483	0.111994435	0.114781526	0.112483428	0.115426439
